Size,Indices,AIC,BIC,CICOMP
4,"DOC_M,Mg_uM,K_uM,SO4_uM",2276.795423612261,2299.5351846376443,2327.69501557621
4,"DOC_M,Mg_uM,K_uM,Cl_uM",1913.230444878935,1935.9702059043186,1964.1300448964557
4,"DOC_M,Mg_uM,SO4_uM,Cl_uM",2298.626907767719,2321.3666687931022,2349.5265088277383
4,"DOC_M,Na_uM,K_uM,SO4_uM",2344.0288715003035,2366.768632525687,2394.928473176913
4,"DOC_M,Na_uM,K_uM,Cl_uM",2330.851381967296,2353.5911429926796,2381.750983674568
4,"DOC_M,Na_uM,SO4_uM,Cl_uM",2322.7559661602304,2345.4957271856138,2373.6555678683003
4,"DOC_M,K_uM,SO4_uM,Cl_uM",2322.501652504026,2345.2414135294093,2373.401254212816
4,"DIC_mM,Ca_uM,Mg_uM,Na_uM",2338.5073010591177,2361.247062084501,2388.0474197914573
4,"DIC_mM,Ca_uM,Mg_uM,K_uM",2352.17092112673,2374.910682152113,2403.0703760016595
4,"DIC_mM,Ca_uM,Mg_uM,SO4_uM",2004.9649605613174,2027.704721586701,2055.8641471140622
4,"DIC_mM,Ca_uM,Mg_uM,Cl_uM",2332.0038276091286,2354.743588634512,2382.8496113148753
4,"DIC_mM,Ca_uM,Na_uM,K_uM",1864.8647808048554,1887.604541830239,1909.8289706681453
4,"DIC_mM,Ca_uM,Na_uM,SO4_uM",2384.707464065795,2407.4472250911786,2435.556041491753
4,"DIC_mM,Ca_uM,Na_uM,Cl_uM",2160.1113322010547,2182.851093226438,2210.056952435434
4,"DIC_mM,Ca_uM,K_uM,SO4_uM",2723.1512682021958,2745.891029227579,2774.037804519728
4,"DIC_mM,Ca_uM,K_uM,Cl_uM",2309.016893420924,2331.7566544463075,2358.834653198413
4,"DIC_mM,Ca_uM,SO4_uM,Cl_uM",2502.972118374911,2525.7118794002945,2553.8689353509017
4,"DIC_mM,Mg_uM,Na_uM,K_uM",2534.0871858025994,2556.8269468279827,2584.984967477182
4,"DIC_mM,Mg_uM,Na_uM,SO4_uM",2510.660060010178,2533.399821035561,2560.1860792387656
4,"DIC_mM,Mg_uM,Na_uM,Cl_uM",2650.1663414028403,2672.9061024282237,2700.3501016716145
4,"DIC_mM,Mg_uM,K_uM,SO4_uM",2552.9223462074738,2575.662107232857,2600.560777626604
4,"DIC_mM,Mg_uM,K_uM,Cl_uM",2602.790128768129,2625.529889793512,2653.688990019379
4,"DIC_mM,Mg_uM,SO4_uM,Cl_uM",2554.5691237293595,2577.308884754743,2604.049506235305
4,"DIC_mM,Na_uM,K_uM,SO4_uM",2338.3979781047274,2361.1377391301107,2372.917623801382
4,"DIC_mM,Na_uM,K_uM,Cl_uM",2367.7092369212332,2390.4489979466166,2416.5412409863375
4,"DIC_mM,Na_uM,SO4_uM,Cl_uM",2495.1287681925664,2517.86852921795,2513.864916491813
4,"DIC_mM,K_uM,SO4_uM,Cl_uM",2559.007064764284,2581.7468257896676,2587.1786756301003
4,"Ca_uM,Mg_uM,Na_uM,K_uM",2065.1438945046343,2087.8836555300177,2115.278882821808
4,"Ca_uM,Mg_uM,Na_uM,SO4_uM",2275.893984032013,2298.6337450573965,2326.7935506001913
4,"Ca_uM,Mg_uM,Na_uM,Cl_uM",2214.308405670669,2237.0481666960522,2263.9944241535354
4,"Ca_uM,Mg_uM,K_uM,SO4_uM",2961.270693015029,2984.0104540404122,3012.135485059905
4,"Ca_uM,Mg_uM,K_uM,Cl_uM",2311.5475461141614,2334.2873071395447,2362.1947534427536
4,"Ca_uM,Mg_uM,SO4_uM,Cl_uM",1777.2028605772673,1799.942621602651,1828.101907119524
4,"Ca_uM,Na_uM,K_uM,SO4_uM",2351.8127578521917,2374.552518877575,2402.6989665213778
4,"Ca_uM,Na_uM,K_uM,Cl_uM",2339.388536250269,2362.1282972756526,2390.2467544225005
4,"Ca_uM,Na_uM,SO4_uM,Cl_uM",2345.422156937851,2368.1619179632344,2396.3195829513265
4,"Ca_uM,K_uM,SO4_uM,Cl_uM",2336.850044368329,2359.589805393712,2387.744893004675
4,"Mg_uM,Na_uM,K_uM,SO4_uM",2364.9172691662557,2387.657030191639,2414.7309272911616
4,"Mg_uM,Na_uM,K_uM,Cl_uM",2194.1097565551936,2216.849517580577,2244.0580186115567
4,"Mg_uM,Na_uM,SO4_uM,Cl_uM",2471.4287338365607,2494.168494861944,2522.288257644689
4,"Mg_uM,K_uM,SO4_uM,Cl_uM",2565.81086455487,2588.5506255802534,2615.9454942759626
4,"Na_uM,K_uM,SO4_uM,Cl_uM",2355.4359543686433,2378.1757153940266,2405.8462272172883
5,"Temp_C,pH,DOC_M,DIC_mM,Ca_uM",2126.4664004147844,2152.996121611065,2205.3157920689764
5,"Temp_C,pH,DOC_M,DIC_mM,Mg_uM",2107.496845645489,2134.0265668417696,2186.3462268186527
5,"Temp_C,pH,DOC_M,DIC_mM,Na_uM",2059.3827176466602,2085.9124388429414,2138.2320282333744
5,"Temp_C,pH,DOC_M,DIC_mM,K_uM",2124.8078608734377,2151.3375820697183,2203.657250417871
5,"Temp_C,pH,DOC_M,DIC_mM,SO4_uM",2124.0289668933133,2150.558688089594,2202.8783491162
5,"Temp_C,pH,DOC_M,DIC_mM,Cl_uM",1924.4135266183405,1950.9432478146214,2003.26261100182
5,"Temp_C,pH,DOC_M,Ca_uM,Mg_uM",2097.3820301519,2123.9117513481806,2176.231405728658
5,"Temp_C,pH,DOC_M,Ca_uM,Na_uM",2082.05355265649,2108.5832738527706,2160.902949194334
5,"Temp_C,pH,DOC_M,Ca_uM,K_uM",2089.068077683843,2115.5977988801237,2167.9173995346723
5,"Temp_C,pH,DOC_M,Ca_uM,SO4_uM",2126.3790421400363,2152.908763336317,2205.228438759486
5,"Temp_C,pH,DOC_M,Ca_uM,Cl_uM",2140.16937155905,2166.6990927553306,2219.01875718798
5,"Temp_C,pH,DOC_M,Mg_uM,Na_uM",2090.081171536794,2116.6108927330747,2168.930531859497
5,"Temp_C,pH,DOC_M,Mg_uM,K_uM",2100.603101383175,2127.1328225794555,2179.45244511162
5,"Temp_C,pH,DOC_M,Mg_uM,SO4_uM",2108.070194110134,2134.5999153064145,2186.9195750844992
5,"Temp_C,pH,DOC_M,Mg_uM,Cl_uM",2069.119622946924,2095.649344143205,2147.9690218503774
5,"Temp_C,pH,DOC_M,Na_uM,K_uM",2134.235533829007,2160.765255025288,2213.0849157337
5,"Temp_C,pH,DOC_M,Na_uM,SO4_uM",2051.2785579951214,2077.808279191402,2130.1279569069306
5,"Temp_C,pH,DOC_M,Na_uM,Cl_uM",2125.6393205390086,2152.1690417352893,2204.488672583205
5,"Temp_C,pH,DOC_M,K_uM,SO4_uM",2127.4862522167377,2154.0159734130184,2206.3356513360036
5,"Temp_C,pH,DOC_M,K_uM,Cl_uM",2137.555864045478,2164.0855852417585,2216.4052467109364
5,"Temp_C,pH,DOC_M,SO4_uM,Cl_uM",2142.5400433931122,2169.069764589393,2221.389429977093
5,"Temp_C,pH,DIC_mM,Ca_uM,Mg_uM",1993.054307599482,2019.5840287957626,2070.783444537057
5,"Temp_C,pH,DIC_mM,Ca_uM,Na_uM",1654.3078880680819,1680.8376092643625,1732.72294314528
5,"Temp_C,pH,DIC_mM,Ca_uM,K_uM",1456.940390445188,1483.470111641469,1535.7475586992055
5,"Temp_C,pH,DIC_mM,Ca_uM,SO4_uM",1106.0457019100577,1132.5754231063383,1184.6839919311312
5,"Temp_C,pH,DIC_mM,Ca_uM,Cl_uM",2244.7908644030963,2271.320585599377,2323.115470930375
5,"Temp_C,pH,DIC_mM,Mg_uM,Na_uM",2506.962195084422,2533.4919162807028,2585.810839865452
5,"Temp_C,pH,DIC_mM,Mg_uM,K_uM",2313.1415582121426,2339.6712794084233,2391.6511299341305
5,"Temp_C,pH,DIC_mM,Mg_uM,SO4_uM",2336.562502168753,2363.0922233650335,2414.6247858275183
5,"Temp_C,pH,DIC_mM,Mg_uM,Cl_uM",2615.5844683550663,2642.114189551347,2692.6779560003106
5,"Temp_C,pH,DIC_mM,Na_uM,K_uM",2062.300295026603,2088.830016222884,2135.952270438165
5,"Temp_C,pH,DIC_mM,Na_uM,SO4_uM",2020.4980132681592,2047.02773446444,2098.26640073168
5,"Temp_C,pH,DIC_mM,Na_uM,Cl_uM",2643.524725635263,2670.054446831544,2722.370432723836
5,"Temp_C,pH,DIC_mM,K_uM,SO4_uM",2570.962524200915,2597.492245397196,2649.8118444226125
5,"Temp_C,pH,DIC_mM,K_uM,Cl_uM",2464.8959449570125,2491.425666153293,2543.5811227137256
5,"Temp_C,pH,DIC_mM,SO4_uM,Cl_uM",2446.386297852999,2472.91601904928,2525.0490370925068
5,"Temp_C,pH,Ca_uM,Mg_uM,Na_uM",1671.9098304226434,1698.4395516189243,1750.4700107816911
5,"Temp_C,pH,Ca_uM,Mg_uM,K_uM",2164.948593223032,2191.4783144193125,2243.797733258815
5,"Temp_C,pH,Ca_uM,Mg_uM,SO4_uM",994.9248547049963,1021.454575901277,1073.7365396066343
5,"Temp_C,pH,Ca_uM,Mg_uM,Cl_uM",2078.1154550802476,2104.645176276528,2156.8941392193274
5,"Temp_C,pH,Ca_uM,Na_uM,K_uM",1295.9710362171581,1322.5007574134388,1374.8138053599332
5,"Temp_C,pH,Ca_uM,Na_uM,SO4_uM",2198.9695035650857,2225.4992247613663,2277.326018028832
5,"Temp_C,pH,Ca_uM,Na_uM,Cl_uM",1071.312132173142,1097.8418533694226,1150.1172299220402
5,"Temp_C,pH,Ca_uM,K_uM,SO4_uM",1180.370004028758,1206.8997252250388,1259.219255870641
5,"Temp_C,pH,Ca_uM,K_uM,Cl_uM",1634.6400758046072,1661.1697970008881,1713.4683113418423
5,"Temp_C,pH,Ca_uM,SO4_uM,Cl_uM",2030.0120025007932,2056.541723697074,2108.835189413149
5,"Temp_C,pH,Mg_uM,Na_uM,K_uM",2103.3924118413192,2129.9221330376,2182.055650596002
5,"Temp_C,pH,Mg_uM,Na_uM,SO4_uM",2031.7724573504097,2058.3021785466904,2110.057998225414
5,"Temp_C,pH,Mg_uM,Na_uM,Cl_uM",2605.1519555397795,2631.68167673606,2684.0012577769303
5,"Temp_C,pH,Mg_uM,K_uM,SO4_uM",2281.626930223115,2308.1566514193955,2360.4752046029594
5,"Temp_C,pH,Mg_uM,K_uM,Cl_uM",2351.262996482423,2377.792717678704,2430.0878395494346
5,"Temp_C,pH,Mg_uM,SO4_uM,Cl_uM",2386.205404538351,2412.7351257346318,2465.025059153401
5,"Temp_C,pH,Na_uM,K_uM,SO4_uM",2009.810598582322,2036.3403197786029,2088.591424908108
5,"Temp_C,pH,Na_uM,K_uM,Cl_uM",1792.6871113051043,1819.216832501385,1871.3625132989414
5,"Temp_C,pH,Na_uM,SO4_uM,Cl_uM",1687.3335595072551,1713.863280703536,1766.181454018155
5,"Temp_C,pH,K_uM,SO4_uM,Cl_uM",2422.258987466257,2448.788708662538,2500.9489475030555
5,"Temp_C,DOC_M,DIC_mM,Ca_uM,Mg_uM",2028.4479737125246,2054.9776949088055,2107.2973756393867
5,"Temp_C,DOC_M,DIC_mM,Ca_uM,Na_uM",2325.1874484601576,2351.7171696564383,2404.0368472716304
5,"Temp_C,DOC_M,DIC_mM,Ca_uM,K_uM",2246.1381212902343,2272.667842486515,2324.9875237094966
5,"Temp_C,DOC_M,DIC_mM,Ca_uM,SO4_uM",1602.1981372111134,1628.7278584073943,1681.0475374335922
5,"Temp_C,DOC_M,DIC_mM,Ca_uM,Cl_uM",1045.7189807823966,1072.2487019786772,1124.5683729314796
5,"Temp_C,DOC_M,DIC_mM,Mg_uM,Na_uM",2496.6673962191912,2523.197117415472,2575.516798546026
5,"Temp_C,DOC_M,DIC_mM,Mg_uM,K_uM",1990.3900452572018,2016.9197664534827,2069.2394437927487
5,"Temp_C,DOC_M,DIC_mM,Mg_uM,SO4_uM",2235.592004781299,2262.1217259775794,2314.441407314067
5,"Temp_C,DOC_M,DIC_mM,Mg_uM,Cl_uM",779.619096984359,806.1488181806398,858.4684984086854
5,"Temp_C,DOC_M,DIC_mM,Na_uM,K_uM",1200.5193313598288,1227.0490525561095,1279.3687286762479
5,"Temp_C,DOC_M,DIC_mM,Na_uM,SO4_uM",2454.234980133488,2480.7647013297687,2533.084382395549
5,"Temp_C,DOC_M,DIC_mM,Na_uM,Cl_uM",1619.531396672688,1646.0611178689687,1698.3807929772934
5,"Temp_C,DOC_M,DIC_mM,K_uM,SO4_uM",2106.3860689133685,2132.915790109649,2185.2354691448813
5,"Temp_C,DOC_M,DIC_mM,K_uM,Cl_uM",1500.131014223664,1526.6607354199446,1578.9804086890924
5,"Temp_C,DOC_M,DIC_mM,SO4_uM,Cl_uM",1181.17355948298,1207.7032806792608,1260.022924592542
5,"Temp_C,DOC_M,Ca_uM,Mg_uM,Na_uM",2250.4929553140914,2277.022676510372,2329.3423573624236
5,"Temp_C,DOC_M,Ca_uM,Mg_uM,K_uM",2124.57745761207,2151.1071788083505,2203.426859579092
5,"Temp_C,DOC_M,Ca_uM,Mg_uM,SO4_uM",1430.4803735402297,1457.0100947365104,1509.3297744337324
5,"Temp_C,DOC_M,Ca_uM,Mg_uM,Cl_uM",1500.4892191916047,1527.0189403878853,1579.338621732707
5,"Temp_C,DOC_M,Ca_uM,Na_uM,K_uM",2331.9382110937036,2358.467932289984,2410.7876136570117
5,"Temp_C,DOC_M,Ca_uM,Na_uM,SO4_uM",2321.383969807723,2347.913691004004,2400.2325140717126
5,"Temp_C,DOC_M,Ca_uM,Na_uM,Cl_uM",2323.0096249231733,2349.539346119454,2401.8590274860658
5,"Temp_C,DOC_M,Ca_uM,K_uM,SO4_uM",2324.2164482753715,2350.746169471652,2403.0658508057704
5,"Temp_C,DOC_M,Ca_uM,K_uM,Cl_uM",2323.657794900992,2350.1875160972727,2402.507197437797
5,"Temp_C,DOC_M,Ca_uM,SO4_uM,Cl_uM",2323.3365684236123,2349.866289619893,2402.1859709762857
5,"Temp_C,DOC_M,Mg_uM,Na_uM,K_uM",1751.396782351381,1777.926503547662,1830.2461837215847
5,"Temp_C,DOC_M,Mg_uM,Na_uM,SO4_uM",2437.621991929674,2464.1517131259548,2516.4713942672956
5,"Temp_C,DOC_M,Mg_uM,Na_uM,Cl_uM",1917.6700006332637,1944.1997218295446,1996.5194017823962
5,"Temp_C,DOC_M,Mg_uM,K_uM,SO4_uM",2027.2555707791985,2053.785291975479,2106.1049725558505
5,"Temp_C,DOC_M,Mg_uM,K_uM,Cl_uM",1814.118869117084,1840.6485903133648,1892.9682676744417
5,"Temp_C,DOC_M,Mg_uM,SO4_uM,Cl_uM",1597.7321776846854,1624.2618988809663,1676.5815802452125
5,"Temp_C,DOC_M,Na_uM,K_uM,SO4_uM",2333.2189261597714,2359.748647356052,2412.0683287219576
5,"Temp_C,DOC_M,Na_uM,K_uM,Cl_uM",2331.33400762921,2357.863728825491,2410.183410187007
5,"Temp_C,DOC_M,Na_uM,SO4_uM,Cl_uM",2324.071215058917,2350.6009362551977,2402.920617621965
5,"Temp_C,DOC_M,K_uM,SO4_uM,Cl_uM",2324.3501699244816,2350.8798911207623,2403.199572472552
5,"Temp_C,DIC_mM,Ca_uM,Mg_uM,Na_uM",2029.9533925785443,2056.483113774825,2108.5735975240977
5,"Temp_C,DIC_mM,Ca_uM,Mg_uM,K_uM",2006.3017019421593,2032.8314231384402,2050.419994395538
5,"Temp_C,DIC_mM,Ca_uM,Mg_uM,SO4_uM",1976.029516781021,2002.5592379773016,2054.878914760913
5,"Temp_C,DIC_mM,Ca_uM,Mg_uM,Cl_uM",1974.6711149677758,2001.2008361640565,2049.959378044286
5,"Temp_C,DIC_mM,Ca_uM,Na_uM,K_uM",1808.8169852492474,1835.346706445528,1869.5189885125897
5,"Temp_C,DIC_mM,Ca_uM,Na_uM,SO4_uM",2174.7687955983865,2201.298516794667,2213.5199014567884
5,"Temp_C,DIC_mM,Ca_uM,Na_uM,Cl_uM",1921.3029963011702,1947.832717497451,1996.7289379841025
5,"Temp_C,DIC_mM,Ca_uM,K_uM,SO4_uM",1109.8358318440823,1136.365553040363,1188.478549187161
5,"Temp_C,DIC_mM,Ca_uM,K_uM,Cl_uM",2053.6475887991246,2080.1773099954053,2128.593036763703
5,"Temp_C,DIC_mM,Ca_uM,SO4_uM,Cl_uM",1010.8918554126096,1037.4215766088905,1089.7370033893444
5,"Temp_C,DIC_mM,Mg_uM,Na_uM,K_uM",2245.2693174744554,2271.799038670736,2323.695877824257
5,"Temp_C,DIC_mM,Mg_uM,Na_uM,SO4_uM",2244.5236286882223,2271.053349884503,2306.644716684058
5,"Temp_C,DIC_mM,Mg_uM,Na_uM,Cl_uM",2554.138646547588,2580.6683677438687,2632.9771697427136
5,"Temp_C,DIC_mM,Mg_uM,K_uM,SO4_uM",2337.761941369423,2364.2916625657035,2413.7643652657116
5,"Temp_C,DIC_mM,Mg_uM,K_uM,Cl_uM",2603.630490513497,2630.1602117097777,2682.4798402996407
5,"Temp_C,DIC_mM,Mg_uM,SO4_uM,Cl_uM",2346.803737423809,2373.3334586200895,2424.7345620142246
5,"Temp_C,DIC_mM,Na_uM,K_uM,SO4_uM",2032.6073751549932,2059.137096351274,2096.592405828008
5,"Temp_C,DIC_mM,Na_uM,K_uM,Cl_uM",1390.3594007942243,1416.889121990505,1430.923060294869
5,"Temp_C,DIC_mM,Na_uM,SO4_uM,Cl_uM",2177.4671450007054,2203.996866196986,2249.776414656651
5,"Temp_C,DIC_mM,K_uM,SO4_uM,Cl_uM",2426.8710738345744,2453.400795030855,2503.8638809803183
5,"Temp_C,Ca_uM,Mg_uM,Na_uM,K_uM",1787.7914576211954,1814.3211788174763,1860.8544404429265
5,"Temp_C,Ca_uM,Mg_uM,Na_uM,SO4_uM",2029.1627812303693,2055.69250242665,2103.729347852694
5,"Temp_C,Ca_uM,Mg_uM,Na_uM,Cl_uM",1864.3568101571018,1890.8865313533825,1937.6509369875055
5,"Temp_C,Ca_uM,Mg_uM,K_uM,SO4_uM",1038.4012418992388,1064.9309630955195,1111.717581021763
5,"Temp_C,Ca_uM,Mg_uM,K_uM,Cl_uM",1965.431479895544,1991.961201091825,2043.3491035249783
5,"Temp_C,Ca_uM,Mg_uM,SO4_uM,Cl_uM",1332.122338896331,1358.652060092612,1404.162337583122
5,"Temp_C,Ca_uM,Na_uM,K_uM,SO4_uM",2324.3721388668905,2350.901860063171,2403.214557558906
5,"Temp_C,Ca_uM,Na_uM,K_uM,Cl_uM",2341.1259779055044,2367.655699101785,2419.9616026845133
5,"Temp_C,Ca_uM,Na_uM,SO4_uM,Cl_uM",2320.257794608991,2346.7875158052716,2399.106475401843
5,"Temp_C,Ca_uM,K_uM,SO4_uM,Cl_uM",2323.5780762215777,2350.1077974178584,2393.911021650242
5,"Temp_C,Mg_uM,Na_uM,K_uM,SO4_uM",2048.37190078787,2074.9016219841506,2119.9090927132256
5,"Temp_C,Mg_uM,Na_uM,K_uM,Cl_uM",1561.746190614173,1588.2759118104536,1639.0303094236533
5,"Temp_C,Mg_uM,Na_uM,SO4_uM,Cl_uM",2160.6808545004696,2187.2105756967503,2230.14022936124
5,"Temp_C,Mg_uM,K_uM,SO4_uM,Cl_uM",2413.3507127387634,2439.880433935044,2489.7217387242076
5,"Temp_C,Na_uM,K_uM,SO4_uM,Cl_uM",2351.01629628328,2377.5460174795608,2429.846809395382
5,"pH,DOC_M,DIC_mM,Ca_uM,Mg_uM",2162.512972076328,2189.0426932726086,2241.3623723816995
5,"pH,DOC_M,DIC_mM,Ca_uM,Na_uM",2084.129561119228,2110.659282315509,2162.9789574005526
5,"pH,DOC_M,DIC_mM,Ca_uM,K_uM",2147.4236636531878,2173.9533848494684,2226.2730631265163
5,"pH,DOC_M,DIC_mM,Ca_uM,SO4_uM",2052.9313375466677,2079.4610587429484,2131.7807053116867
5,"pH,DOC_M,DIC_mM,Ca_uM,Cl_uM",1975.2113660083232,2001.741087204604,2054.0607616900916
5,"pH,DOC_M,DIC_mM,Mg_uM,Na_uM",1771.297350520501,1797.8270717167816,1850.1466385492008
5,"pH,DOC_M,DIC_mM,Mg_uM,K_uM",2014.2855181236048,2040.8152393198857,2093.134671364921
5,"pH,DOC_M,DIC_mM,Mg_uM,SO4_uM",2152.2344283850816,2178.7641495813623,2231.083826744411
5,"pH,DOC_M,DIC_mM,Mg_uM,Cl_uM",636.7700913630738,663.2998125593546,715.6194421888742
5,"pH,DOC_M,DIC_mM,Na_uM,K_uM",1400.0881974420688,1426.6179186383497,1478.9375058675885
5,"pH,DOC_M,DIC_mM,Na_uM,SO4_uM",2188.9000479512174,2215.429769147498,2267.7494455344863
5,"pH,DOC_M,DIC_mM,Na_uM,Cl_uM",1533.9214925182705,1560.4512137145512,1612.7708785714224
5,"pH,DOC_M,DIC_mM,K_uM,SO4_uM",2121.2605145339544,2147.790235730235,2200.1099093135604
5,"pH,DOC_M,DIC_mM,K_uM,Cl_uM",1052.2140270649606,1078.7437482612413,1131.0627647130625
5,"pH,DOC_M,DIC_mM,SO4_uM,Cl_uM",2191.5996802262234,2218.129401422504,2270.4490746759247
5,"pH,DOC_M,Ca_uM,Mg_uM,Na_uM",2107.901749902522,2134.431471098803,2186.7511471872963
5,"pH,DOC_M,Ca_uM,Mg_uM,K_uM",2110.2141889992595,2136.74391019554,2189.0635795150124
5,"pH,DOC_M,Ca_uM,Mg_uM,SO4_uM",1879.775134240077,1906.3048554363577,1958.624405536012
5,"pH,DOC_M,Ca_uM,Mg_uM,Cl_uM",2104.913858835823,2131.4435800321035,2183.763242515074
5,"pH,DOC_M,Ca_uM,Na_uM,K_uM",2116.4541072433317,2142.9838284396124,2195.3034977632806
5,"pH,DOC_M,Ca_uM,Na_uM,SO4_uM",2093.549297439384,2120.079018635665,2172.398692499092
5,"pH,DOC_M,Ca_uM,Na_uM,Cl_uM",2109.190748363299,2135.7204695595797,2188.040130886632
5,"pH,DOC_M,Ca_uM,K_uM,SO4_uM",816.4361456617751,842.9658668580558,895.2855364103336
5,"pH,DOC_M,Ca_uM,K_uM,Cl_uM",2146.6753140196133,2173.205035215894,2225.524702986515
5,"pH,DOC_M,Ca_uM,SO4_uM,Cl_uM",2134.5296952140834,2161.059416410364,2213.3790520359817
5,"pH,DOC_M,Mg_uM,Na_uM,K_uM",1644.9078631291281,1671.4375843254088,1723.7572089154196
5,"pH,DOC_M,Mg_uM,Na_uM,SO4_uM",2184.402464859425,2210.9321860557056,2263.2518606514295
5,"pH,DOC_M,Mg_uM,Na_uM,Cl_uM",2098.147192019711,2124.6769132159916,2176.994924018473
5,"pH,DOC_M,Mg_uM,K_uM,SO4_uM",2069.2114470504202,2095.741168246701,2148.0608036682975
5,"pH,DOC_M,Mg_uM,K_uM,Cl_uM",1693.403962570603,1719.9336837668839,1772.2533580070267
5,"pH,DOC_M,Mg_uM,SO4_uM,Cl_uM",2183.7630235329193,2210.2927447292,2262.612411952933
5,"pH,DOC_M,Na_uM,K_uM,SO4_uM",2154.1516739074036,2180.6813951036843,2233.001070225948
5,"pH,DOC_M,Na_uM,K_uM,Cl_uM",2013.5743141548974,2040.104035351178,2092.4235932820757
5,"pH,DOC_M,Na_uM,SO4_uM,Cl_uM",2175.8897431603286,2202.4194643566093,2254.7391416855808
5,"pH,DOC_M,K_uM,SO4_uM,Cl_uM",2163.493407192821,2190.0231283891017,2242.3428012029335
5,"pH,DIC_mM,Ca_uM,Mg_uM,Na_uM",1862.7952980940552,1889.325019290336,1941.6356783327083
5,"pH,DIC_mM,Ca_uM,Mg_uM,K_uM",2249.4876821816742,2276.017403377955,2328.3358280802468
5,"pH,DIC_mM,Ca_uM,Mg_uM,SO4_uM",1494.1272497287111,1520.656970924992,1572.7814917222197
5,"pH,DIC_mM,Ca_uM,Mg_uM,Cl_uM",2241.6472436838617,2268.1769648801424,2320.0962777885493
5,"pH,DIC_mM,Ca_uM,Na_uM,K_uM",1841.0781861156179,1867.6079073118985,1919.1663973597101
5,"pH,DIC_mM,Ca_uM,Na_uM,SO4_uM",1287.8815429529511,1314.411264149232,1366.613429485867
5,"pH,DIC_mM,Ca_uM,Na_uM,Cl_uM",2159.1788808085576,2185.708602004838,2238.0180054125913
5,"pH,DIC_mM,Ca_uM,K_uM,SO4_uM",1176.2677593117085,1202.7974805079893,1255.1152548905266
5,"pH,DIC_mM,Ca_uM,K_uM,Cl_uM",2248.581148055498,2275.1108692517787,2327.389177654711
5,"pH,DIC_mM,Ca_uM,SO4_uM,Cl_uM",2158.7472576305627,2185.2769788268433,2236.671030444435
5,"pH,DIC_mM,Mg_uM,Na_uM,K_uM",2278.385752587852,2304.9154737841327,2356.3640170291023
5,"pH,DIC_mM,Mg_uM,Na_uM,SO4_uM",2217.920725389523,2244.4504465858035,2296.7686202549667
5,"pH,DIC_mM,Mg_uM,Na_uM,Cl_uM",2626.367368620529,2652.8970898168095,2705.2150261762395
5,"pH,DIC_mM,Mg_uM,K_uM,SO4_uM",2314.7734796076315,2341.303200803912,2393.60428092916
5,"pH,DIC_mM,Mg_uM,K_uM,Cl_uM",2329.3714939453484,2355.901215141629,2406.737527459729
5,"pH,DIC_mM,Mg_uM,SO4_uM,Cl_uM",2487.757208478834,2514.2869296751146,2565.585773665022
5,"pH,DIC_mM,Na_uM,K_uM,SO4_uM",2045.6812369194236,2072.210958115704,2121.0685496628394
5,"pH,DIC_mM,Na_uM,K_uM,Cl_uM",2229.560937071005,2256.0906582672856,2308.410324190057
5,"pH,DIC_mM,Na_uM,SO4_uM,Cl_uM",2495.365660503035,2521.8953816993157,2574.2135397713705
5,"pH,DIC_mM,K_uM,SO4_uM,Cl_uM",2452.04969366628,2478.5794148625605,2530.843210321367
5,"pH,Ca_uM,Mg_uM,Na_uM,K_uM",1935.3415123462353,1961.8712335425162,2014.1880061764607
5,"pH,Ca_uM,Mg_uM,Na_uM,SO4_uM",1244.5082842115785,1271.0380054078591,1323.2975049261286
5,"pH,Ca_uM,Mg_uM,Na_uM,Cl_uM",2129.986401615834,2156.5161228121146,2208.8357530561325
5,"pH,Ca_uM,Mg_uM,K_uM,SO4_uM",1157.490948933886,1184.0206701301668,1236.3401397452328
5,"pH,Ca_uM,Mg_uM,K_uM,Cl_uM",2204.5452550254504,2231.074976221731,2283.393636875454
5,"pH,Ca_uM,Mg_uM,SO4_uM,Cl_uM",1609.1521663683188,1635.6818875645995,1687.9921493246047
5,"pH,Ca_uM,Na_uM,K_uM,SO4_uM",1199.7338729791038,1226.2635941753847,1278.5818874497152
5,"pH,Ca_uM,Na_uM,K_uM,Cl_uM",1512.161380807364,1538.6911020036446,1590.9586637034577
5,"pH,Ca_uM,Na_uM,SO4_uM,Cl_uM",1349.4994413551499,1376.0291625514305,1428.325461089085
5,"pH,Ca_uM,K_uM,SO4_uM,Cl_uM",1199.3624537249696,1225.8921749212504,1278.2097772309385
5,"pH,Mg_uM,Na_uM,K_uM,SO4_uM",2084.9263799161586,2111.4561011124392,2163.761726932478
5,"pH,Mg_uM,Na_uM,K_uM,Cl_uM",2178.261544292573,2204.7912654888537,2257.109658171934
5,"pH,Mg_uM,Na_uM,SO4_uM,Cl_uM",2422.0181690609684,2448.547890257249,2500.867505428
5,"pH,Mg_uM,K_uM,SO4_uM,Cl_uM",2363.33982603578,2389.8695472320605,2442.1850881019936
5,"pH,Na_uM,K_uM,SO4_uM,Cl_uM",1577.1343089825323,1603.664030178813,1655.8664945009257
5,"DOC_M,DIC_mM,Ca_uM,Mg_uM,Na_uM",2330.3155687063145,2356.845289902595,2409.1649667389006
5,"DOC_M,DIC_mM,Ca_uM,Mg_uM,K_uM",2038.4598937233354,2064.989614919616,2117.309295921949
